"","ID","REGION","SUBREGION","COUNTRY","PROGRAM_NAME","PROGRAM_CODE","YEAR","SITE_CODE","SITE_NAME","LAT","LON","WATER_DEPTH","SOURCES","COUNTRY_CODE"
"277",49000321,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","2002, 2003","","AS1 (Assomption)",-9.78722190856934,46.679722,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"278",49000322,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","2002","","ASOVE1 (Astove)",-10.151388168335,48.005555,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"279",49000314,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","1999, 2001, 2002, 2003","","AT 6 (Anse Var)",-9.4763879776001,46.393055,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"280",49000309,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","1999, 2001, 2002, 2003","","AT1",-9.42555046081543,46.216944,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"281",49000320,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","2002","","AT12",-9.61166572570801,46.505277,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"282",49000310,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","1999, 2001, 2002, 2003","","AT2 (Anse Cedres Polymnie)",-9.38000011444092,46.30111,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"283",49000311,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","1999, 2001, 2002, 2003","","AT3 (Anse Badamier)",-9.59472179412842,46.3925,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"284",49000312,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","1999, 2001, 2002, 2003","","AT4 (Passe Houreau)",-9.43722152709961,46.63027,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"285",49000313,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","1999, 2001, 2002, 2003","","AT5 (Anse Cedres, eastern side)",-9.86221981048584,46.685,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"286",49000315,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","1999, 2001, 2002, 2003","","AT7 (Anse Baddamier IV)",-9.6702766418457,46.2522,"15","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"287",49000316,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","2001, 2002","","AT8 (southern shoreline)",-9.678879737854,46.63027,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"288",49000317,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","2001, 2002, 2003","","AT9 (Grande Passe)",-9.62444019317627,46.37277,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"289",49000319,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","2001, 2002","","HO2 (Passe Houareau)",-9.40666007995605,46.6455,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"290",49000318,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","2001, 2002, 2003","","HOI1 (Passe Houareau)",-9.6225004196167,46.60277,"3.5","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"291",49000323,"Africa","Southwest Indian Ocean","Seychelles","Aldabra Marine Program","AMP","2002, 2003","","STPID3 St. Pierre D3",-9.45194435119629,50.964722,"","Dr. Ben Stobart, benstobart@aldabra.org, amp@aldabra.org","SYC"
"292",51004487,"Africa","Southwest Indian Ocean","Seychelles","Commission de l'Ocean Indien","COI","2003","","Airport",-4.66534996032715,55.528466667,"","Jean Pascal Quod, jpquod.arvam@wanadoo.fr","SYC"
"293",51001888,"Africa","Southwest Indian Ocean","Seychelles","Commission de l'Ocean Indien","COI","2002, 2003","","Anse Cimetiere",-4.61399984359741,55.50099,"","Jean Pascal Quod, jpquod.arvam@wanadoo.fr","SYC"
"294",51001892,"Africa","Southwest Indian Ocean","Seychelles","Commission de l'Ocean Indien","COI","2002, 2003","","Anse Papaie",-4.31694412231445,55.745277,"","Jean Pascal Quod, jpquod.arvam@wanadoo.fr","SYC"
"295",51004486,"Africa","Southwest Indian Ocean","Seychelles","Commission de l'Ocean Indien","COI","2003","","Cachee Island",-4.65003347396851,55.517566667,"","Jean Pascal Quod, jpquod.arvam@wanadoo.fr","SYC"
"296",51001889,"Africa","Southwest Indian Ocean","Seychelles","Commission de l'Ocean Indien","COI","2002, 2003","","Cerf",-4.63700008392334,55.49362,"","Jean Pascal Quod, jpquod.arvam@wanadoo.fr","SYC"
"297",51001891,"Africa","Southwest Indian Ocean","Seychelles","Commission de l'Ocean Indien","COI","2002, 2003","","Coral Garden",-4.35027694702148,55.918055,"","Jean Pascal Quod, jpquod.arvam@wanadoo.fr","SYC"
"298",51001886,"Africa","Southwest Indian Ocean","Seychelles","Commission de l'Ocean Indien","COI","1997, 1998, 1999, 2000, 2001, 2002, 2003","","Middle Reef",-4.63889980316162,55.3685,"","Jean Pascal Quod, jpquod.arvam@wanadoo.fr","SYC"
"299",51001890,"Africa","Southwest Indian Ocean","Seychelles","Commission de l'Ocean Indien","COI","2002, 2003","","Moyenne",-4.61818981170654,55.50561,"","Jean Pascal Quod, jpquod.arvam@wanadoo.fr","SYC"
"300",51004488,"Africa","Southwest Indian Ocean","Seychelles","Commission de l'Ocean Indien","COI","2002","","North East Point",-4.57849979400635,55.46565,"","Jean Pascal Quod, jpquod.arvam@wanadoo.fr","SYC"
"301",51004484,"Africa","Southwest Indian Ocean","Seychelles","Commission de l'Ocean Indien","COI","2003","","Port Launay",-4.65076684951782,55.397216667,"","Jean Pascal Quod, jpquod.arvam@wanadoo.fr","SYC"
"302",51004485,"Africa","Southwest Indian Ocean","Seychelles","Commission de l'Ocean Indien","COI","2003","","Therese Island",-4.66908311843872,55.40075,"","Jean Pascal Quod, jpquod.arvam@wanadoo.fr","SYC"
"303",9002145,"Africa","Southwest Indian Ocean","Seychelles","Reef Check","RC","1997","4S55E1","Baie Ternay",-4.63861111111111,55.3763888888889,"","Reef Check Foundation, rcdata@reefcheck.org","SYC"
"304",9002146,"Africa","Southwest Indian Ocean","Seychelles","Reef Check","RC","1997","4S55E3","Baie Ternay (Bluff)",-4.63861111111111,55.38,"","Reef Check Foundation, rcdata@reefcheck.org","SYC"
"305",9002147,"Africa","Southwest Indian Ocean","Seychelles","Reef Check","RC","1997","4S55E4","Big Sister Island",-4.28333333333333,55.8638888888889,"","Reef Check Foundation, rcdata@reefcheck.org","SYC"
"306",9002148,"Africa","Southwest Indian Ocean","Seychelles","Reef Check","RC","1997","4S55E5","Corsair Reef",-4.61722222222222,55.4072222222222,"","Reef Check Foundation, rcdata@reefcheck.org","SYC"
"307",9002149,"Africa","Southwest Indian Ocean","Seychelles","Reef Check","RC","1997","4S55E7","Danzil Reef",-4.61805555555556,55.4002777777778,"","Reef Check Foundation, rcdata@reefcheck.org","SYC"
"308",9002155,"Africa","Southwest Indian Ocean","Seychelles","Reef Check","RC","2001","51.08.698E.10.07.349S","Farquar",-10.1225,51.145,"","Reef Check Foundation, rcdata@reefcheck.org","SYC"
"309",9002150,"Africa","Southwest Indian Ocean","Seychelles","Reef Check","RC","1997","4S55E8","Turtle Reef",-4.30805555555556,55.7277777777778,"","Reef Check Foundation, rcdata@reefcheck.org","SYC"
"310",9002280,"Americas","Eastern Caribbean","Anguilla","Reef Check","RC","2002","63.03W.18.14N","Blackgarden",18.2333333333333,-63.05,"","Reef Check Foundation, rcdata@reefcheck.org","AIA"
"311",9002270,"Americas","Eastern Caribbean","Antigua and Barbuda","Reef Check","RC","2004","61.49.89W.17.11.785N","Boons Reef",17.1964166666667,-61.8315,"","Reef Check Foundation, rcdata@reefcheck.org","ATG"
"312",9002261,"Americas","Eastern Caribbean","Antigua and Barbuda","Reef Check","RC","2003","61.39.55W.17.4.3N","Green Island",17.0675,-61.6652777777778,"","Reef Check Foundation, rcdata@reefcheck.org","ATG"
"313",9002269,"Americas","Eastern Caribbean","Antigua and Barbuda","Reef Check","RC","2004","61.49.134W.17.09.552N","Little Bird Reef",17.1591944444444,-61.8188888888889,"","Reef Check Foundation, rcdata@reefcheck.org","ATG"
"314",9002271,"Americas","Eastern Caribbean","Antigua and Barbuda","Reef Check","RC","2003","61.51.8W.17.44.7N","North Shore",17.7352777777778,-61.8522222222222,"","Reef Check Foundation, rcdata@reefcheck.org","ATG"
"315",8000960,"Americas","Eastern Caribbean","Barbados","Caribbean Coastal Marine Productivity Program","CARICOMP","1993, 1994, 1999, 2000","","Bellairs North Reef 13N059W0019",13.192440032959,-59.64044,"","Dulcie Linton, dmlinton@uwimona.edu.jm","BRB"
"316",8000961,"Americas","Eastern Caribbean","Barbados","Caribbean Coastal Marine Productivity Program","CARICOMP","1993, 1994, 1999, 2000","","Bellairs Reef 13N059W0002",13.1916704177856,-59.645,"","Dulcie Linton, dmlinton@uwimona.edu.jm","BRB"
"317",8000962,"Americas","Eastern Caribbean","Barbados","Caribbean Coastal Marine Productivity Program","CARICOMP","1993, 1994, 1999, 2000","","Bellairs South Reef 13N059W0020",13.192440032959,-59.64044,"","Dulcie Linton, dmlinton@uwimona.edu.jm","BRB"
"NA.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",9002188,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2002","59.38.02W.13.7.51N","Atlantis",13.1251666666667,-59.6336666666667,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"320",9002191,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2002","59.38.26W.13.07.51N","Atlantis",13.1251666666667,-59.6376666666667,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"321",9000922,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2003","13.07.30W.59.38.77N","Atlantis",13.1216666666667,-59.6461666666667,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"NA.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",9000947,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","1997","13N59W1","Bats Rock",13.6452777777778,-59.1358333333333,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",9002182,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2004,2005","59.33.397W.13.03.759N","Bougenvillea",13.0626388888889,-59.5566111111111,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"NA.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",9002185,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2002,2004,2005","59.36.45.3W.13.5.8.8N","Carlisle Bay",13.0857777777778,-59.6125833333333,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"328",9002193,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2003","59.38.42W.13.15.42N","Carlisle Bay",13.2616666666667,-59.645,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"NA.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",9002186,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2001,2002","59.36.85W.13.04.98N","Carlisle Bay",13.0830555555556,-59.6141666666667,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"332",9002183,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2002","59.36.20.7W.13.5.39.2N","Coconut Court",13.0942222222222,-59.60575,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"NA.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",9002184,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2001,2002,2004,2005","59.36.207W.13.04.392N","Coconut Court Hotel/Asta",13.0733333333333,-59.6033333333333,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"335",9002198,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2002","59W13N","Dottins",13.1843333333333,-59.6586666666667,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"336",9002197,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2002","59W.13N","Dottins South",13,-59,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"337",9002195,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2002","59.38.48W.13.10.78N","Folkestone Marine Park",13.1796666666667,-59.6413333333333,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"338",9002189,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2003","59.38.05W.13.10.40N","Folkestone Marine Park",13.1777777777778,-59.6347222222222,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"339",9002190,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2002","59.38.12W.13.10.72N","Folkestone Marine Park",13.1786666666667,-59.6353333333333,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"340",9000003,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2005","059.38W.13.11N","Folkestone Marine Park",13.1833333333333,-59.6333333333333,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"341",9000948,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","1997","13N59W2","Greensleeves",13.2255555555556,-59.6452777777778,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"342",9002194,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2005","59.38.45.2W.13.15.38.1N","Heywoods Beach",13.2605833333333,-59.6458888888889,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"343",9002192,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2003","59.38.26W.13.13.40N","Lower Carlton",13.2277777777778,-59.6405555555556,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"NA.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",9002180,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2001,2002","59.32.462W.13.03.292N","Oistins",13.055,-59.5411111111111,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"347",9002181,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2004,2005","59.32.471W.13.3.0N","Oistins",13.05,-59.5411944444444,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"NA.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",9002187,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2003","59.37W.13.50.22N","Port St. Charles",13.8394444444444,-59.6166666666667,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"NA.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",9002196,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","2001","59.38W.13.11N","South Bellairs",13.1833333333333,-59.6333333333333,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"352",9000949,"Americas","Eastern Caribbean","Barbados","Reef Check","RC","1997","13N59W3","South Bellairs",13.1358333333333,-59.6388888888889,"","Reef Check Foundation, rcdata@reefcheck.org","BRB"
"NA.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",19,"Americas","Eastern Caribbean","Barbados","Socioeconomic","SOCMON","","5","Barbados",13.16667,-59.53333,"","Angela Watson","BRB"
"355",9001327,"Americas","Eastern Caribbean","Dominica","Reef Check","RC","2004,2006","16.22.16W.15.14.21N","Champagne Outer",15.2391666666667,-61.3711111111111,"","Reef Check Foundation, rcdata@reefcheck.org","DMA"
"356",9002247,"Americas","Eastern Caribbean","Dominica","Reef Check","RC","2004,2006","61.22.206W.15.14.213N","La Bym",15.2368888888889,-61.3701111111111,"","Reef Check Foundation, rcdata@reefcheck.org","DMA"
"357",9002252,"Americas","Eastern Caribbean","Dominica","Reef Check","RC","2006","61.26.741W.15.26.317N","Lauro Reef",15.4386111111111,-61.4456944444444,"","Reef Check Foundation, rcdata@reefcheck.org","DMA"
"358",9002253,"Americas","Eastern Caribbean","Dominica","Reef Check","RC","2006","61.27.216W.15.26.490N","Rinas Hole",15.4415,-61.4536111111111,"","Reef Check Foundation, rcdata@reefcheck.org","DMA"
"359",9002254,"Americas","Eastern Caribbean","Dominica","Reef Check","RC","2006","61.28.309W.15.35.448N","Rose Garden",15.5908055555556,-61.4718055555556,"","Reef Check Foundation, rcdata@reefcheck.org","DMA"
"360",9002248,"Americas","Eastern Caribbean","Dominica","Reef Check","RC","2007","61.22.289W.15.16.228N","Solomon A",15.2704722222222,-61.3714722222222,"","Reef Check Foundation, rcdata@reefcheck.org","DMA"
"361",9002249,"Americas","Eastern Caribbean","Dominica","Reef Check","RC","2007","61.22.345W.15.16.775N","Solomon B",15.2795833333333,-61.3724166666667,"","Reef Check Foundation, rcdata@reefcheck.org","DMA"
"362",9002251,"Americas","Eastern Caribbean","Dominica","Reef Check","RC","2008","61.22.599W.15.16.166N","Solomon Reef Site A",15.2694444444444,-61.3766388888889,"","Reef Check Foundation, rcdata@reefcheck.org","DMA"
"363",9002250,"Americas","Eastern Caribbean","Dominica","Reef Check","RC","2008","61.22.523W.15.16.363N","Solomon Reef Site B",15.2727222222222,-61.3753888888889,"","Reef Check Foundation, rcdata@reefcheck.org","DMA"
"364",9002255,"Americas","Eastern Caribbean","Dominica","Reef Check","RC","2006","61.28.541W.15.34.895N","Sunshine Reef",15.5815833333333,-61.4756944444444,"","Reef Check Foundation, rcdata@reefcheck.org","DMA"
"365",22,"Americas","Eastern Caribbean","Dominica","Socioeconomic","SOCMON","","8","Soufriere Scotts Head Marine Reserve",15.425,-61.275,"","Arun Madisetti","DMA"
"366",9002268,"Americas","Eastern Caribbean","Grenada","Reef Check","RC","2004","61.47.017W.12.01.656N","Boss Reef/Quarter Wreck",12.0276111111111,-61.7836111111111,"","Reef Check Foundation, rcdata@reefcheck.org","GRD"
"NA.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",9002239,"Americas","Eastern Caribbean","Guadeloupe","Reef Check","RC","2008","61.17.6.7W.16.14.23.6N","Aquarium - Indiana",16.2398888888889,-61.2851944444444,"","Reef Check Foundation, rcdata@reefcheck.org","GLP"
"369",9002260,"Americas","Eastern Caribbean","Guadeloupe","Reef Check","RC","2003","61.35.0W.16.21.0N","Ilet a Fijou",16.35,-61.5833333333333,"","Reef Check Foundation, rcdata@reefcheck.org","GLP"
"370",9002259,"Americas","Eastern Caribbean","Guadeloupe","Reef Check","RC","2007,2008","61.32.34.5W.16.25.52.3N","Port Louis, Pointe des Mangles",16.4311944444444,-61.5429166666667,"","Reef Check Foundation, rcdata@reefcheck.org","GLP"
"371",9002223,"Americas","Eastern Caribbean","Martinique","Reef Check","RC","2003","60.57.36W.14.45.30N","Trinite Bay",14.7583333333333,-60.96,"","Reef Check Foundation, rcdata@reefcheck.org","MTQ"
"372",9002272,"Americas","Eastern Caribbean","Montserrat","Reef Check","RC","2007,2008","62.12.419W.16.48.590N","Rendezvous Bay Reef",16.8098333333333,-62.2069722222222,"","Reef Check Foundation, rcdata@reefcheck.org","MSR"
"373",9002273,"Americas","Eastern Caribbean","Montserrat","Reef Check","RC","2005","62.13.27W.16.45.44N","Woodlands",16.7622222222222,-62.2241666666667,"","Reef Check Foundation, rcdata@reefcheck.org","MSR"
"374",8000978,"Americas","Eastern Caribbean","Netherlands Antilles","Caribbean Coastal Marine Productivity Program","CARICOMP","1994, 1995, 1996, 1997","","Barcadera 12N068W0030",12.1958303451538,-68.3,"12","Dulcie Linton, dmlinton@uwimona.edu.jm","ANT"
"375",9002277,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2005,2006,2007,2008","62.59.27W.17.28.1N","Barracuda Reef Line 1",17.4669444444444,-62.9908333333333,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"376",9002278,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2005,2006,2007","62.59.2W.17.28N","Barracuda Reef Line 2",17.4669444444444,-62.9908333333333,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"377",9002344,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2003,2004,2005","68.53.42W.12.05.16N","Curacao Sea Aquarium House Reef, Plot A #1",12.0877777777778,-68.895,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"378",9002340,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2008","68.45.3.04W.12.2.27.47N","Eastpoint",12.0409722222222,-68.7508333333333,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"379",9002290,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2007","63.5.34.96W.18.01.15.09N","Frenchman Reef",18.0208611111111,-63.0930555555556,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"380",9002291,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2007","63.8.16W.18.2.47N","Gregory",18.0463888888889,-63.1377777777778,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"381",9002343,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2003,2008","68.52.45.1W.12.4.28.3N","Jan Thiel East",12.0745277777778,-68.8791944444444,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"382",9002338,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2000,2001,2002,2003","68.21.34.4W.12.13.10.1N","Karpata Reserve",12.2194722222222,-68.3595555555555,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"383",9002288,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2006","63.3.35.9W.17.59.22.4N","Mike's Maze 1",17.9895555555556,-63.0599722222222,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"384",9002275,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2005,2006,2007,2008","62.58.39W.17.27.46N","Mushroom Garden Line 1",17.4627777777778,-62.9775,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"385",9002276,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2005,2006,2007","62.58.3W.17.27.4N","Mushroom Garden Line 2",17.4627777777778,-62.9775,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"386",9000919,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","1998","12N68W2","Oostpunt",12.0413888888889,-68.7499444444445,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"387",9002366,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","1998,2003","69.50.230W.12.13.19N","Portomari",12.2198888888889,-69.0871111111111,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"388",9002348,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2008","69.05.15.96W.12.13.8.6N","Portomari",12.2190555555556,-69.0877777777778,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"389",9002363,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2002,2003,2004,2005,2006,2007,2008","69.5.248W.12.13.116N","PortoMari Transect 1",12.2186111111111,-69.0874722222222,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"390",9002350,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2002,2003,2004,2005,2006,2007,2008","69.05.236W.12.13.121N","PortoMari Transect 2",12.2186111111111,-69.0872222222222,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"391",9002349,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2002,2003,2004,2005,2006,2007,2008","69.05.199W.12.13.089N","PortoMari Transect 3",12.2181388888889,-69.0866388888889,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"392",9002374,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2008","69.8.42.35W.12.16.44.74N","Pos Spano",12.2790833333333,-69.1451111111111,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"393",9002351,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","1998,2000,2003","69.08.697W.12.16.847N","Pos Spano",12.2807777777778,-69.1449444444444,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"394",9002339,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2001","68.25.12.9W.12.15.41.5N","Slagbaii Reserve",12.2615277777778,-68.42025,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"395",9002365,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2008","69.50.13.8W.12.8.22.5N","Slangenbaai",12.1395833333333,-69.8371666666667,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"396",9002364,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","1998,2000,2003","69.50.13.8W.12.08.22.5N","Slangenbaai",12.1393611111111,-68.9972222222222,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"397",9002373,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2008","69.7.52.54W.12.16.3.47N","Sta. Martha West",12.2676388888889,-69.13125,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"398",9000918,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","1997,1998","12N68W1","Twin Peaks",12.2666666666667,-68.4222222222222,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"399",9002352,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Check","RC","2000,2003,2008","69.09.601W12.23.090N","Watamula Reef",12.3848333333333,-69.1600277777778,"","Reef Check Foundation, rcdata@reefcheck.org","ANT"
"400",96001571,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Keeper Coral Reef Monitoring","RKCRM","","","18th Palm Reef ",12.1371002197266,-68.2781,"10","Alexander Stone, reefkeeper@earthlink.net","ANT"
"401",96001573,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Keeper Coral Reef Monitoring","RKCRM","","","Bachelor Beach Reef ",12.1736669540405,-67.71,"10","Alexander Stone, reefkeeper@earthlink.net","ANT"
"402",96001578,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Keeper Coral Reef Monitoring","RKCRM","","","Cliff reef ",12.1734504699707,-67.71,"10","Alexander Stone, reefkeeper@earthlink.net","ANT"
"403",96001584,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Keeper Coral Reef Monitoring","RKCRM","1999, 2000, 2001","","Hens and Chickens Reef",18.1772212982178,-63.131944,"6","Alexander Stone, reefkeeper@earthlink.net","ANT"
"404",96001588,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Keeper Coral Reef Monitoring","RKCRM","","","Karpata",12.2183332443237,-68.352833333,"10","Alexander Stone, reefkeeper@earthlink.net","ANT"
"405",96001593,"Americas","Eastern Caribbean","Netherlands Antilles","Reef Keeper Coral Reef Monitoring","RKCRM","1999, 2000, 2001","","Mike's Maze Reef",17.9899997711182,-63.05555,"","Alexander Stone, reefkeeper@earthlink.net","ANT"
