"","ID","REGION","SUBREGION","COUNTRY","SITE_CODE","IUCNCAT_CODE","LAT","LON","YEAR_ESTABLISH","TYPE","CODE","NAME","MARINE_EXISTING","LITTORAL_EXISTING","CORAL_EXISTING","REEF_AREA_SIZE","SEAGRASS_EXISTING","MANGROVE_EXISTING","COUNTRY_CODE"
"497",2121,"Americas","Northern Caribbean","Bahamas",13944,"IV",23.816999,-76.199997,1951,"Wild Bird Reserve","WBR","Betty Cay",0,1,0,1,0,0,"BHS"
"498",2124,"Americas","Northern Caribbean","Bahamas",13940,"IV",23.833,-76.199997,1951,"Wild Bird Reserve","WBR","Big Darby Island",0,1,0,202,0,0,"BHS"
"499",2130,"Americas","Northern Caribbean","Bahamas",13948,"IV",23.9,-76.266998,1954,"Wild Bird Reserve","WBR","Big Galliot Cay",0,1,0,8,0,0,"BHS"
"500",2123,"Americas","Northern Caribbean","Bahamas",13939,"IV",23.833,-75.116997,1988,"National Park","NP","Black Sound Cay",1,1,0,1,0,1,"BHS"
"501",2088,"Americas","Northern Caribbean","Bahamas",13949,"IV",22.667,-75.967003,1954,"Wild Bird Reserve","WBR","Channel Cays and Flat Cay",0,1,0,18,0,0,"BHS"
"502",2122,"Americas","Northern Caribbean","Bahamas",2187,"II",23.833,-75.116997,1973,"National Park","NP","Conception Island",1,1,1,809,0,1,"BHS"
"503",2154,"Americas","Northern Caribbean","Bahamas",2228,"II",24.517,-76.650002,1958,"National Park","NP","Exuma Cays Land and Sea Park",1,1,1,45584,0,1,"BHS"
"504",2133,"Americas","Northern Caribbean","Bahamas",13943,"IV",24.083,-74.5,1951,"Wild Bird Reserve","WBR","Goat Cay",0,1,0,12,0,0,"BHS"
"505",2125,"Americas","Northern Caribbean","Bahamas",13946,"IV",23.833,-77.417,1954,"Wild Bird Reserve","WBR","Grassy Creek Cays and Rocks",0,1,0,172,0,0,"BHS"
"506",2203,"Americas","Northern Caribbean","Bahamas",13942,"IV",24.983,-77.449997,1951,"Wild Bird Reserve","WBR","Guana Cay",0,1,0,2,0,0,"BHS"
"507",2284,"Americas","Northern Caribbean","Bahamas",13945,"IV",26.9,-77.333,1954,"Wild Bird Reserve","WBR","High Cay",0,1,0,8,0,0,"BHS"
"508",1926,"Americas","Northern Caribbean","Bahamas",24,"II",21.092978,-73.366572,1965,"National Park","NP","Inagua",1,1,1,74333,0,1,"BHS"
"509",2206,"Americas","Northern Caribbean","Bahamas",13434,"IV",25.066999,-77.417,1968,"Wild Bird Reserve","WBR","Lake Cunningham",0,1,0,70,0,1,"BHS"
"510",2205,"Americas","Northern Caribbean","Bahamas",13433,"IV",25.049999,-77.532997,1968,"Wild Bird Reserve","WBR","Lightbourn Creek (Waterloo)",0,1,0,200,0,1,"BHS"
"511",2126,"Americas","Northern Caribbean","Bahamas",13941,"IV",23.833,-76.182999,1951,"Wild Bird Reserve","WBR","Little Derby Island",0,1,0,136,0,0,"BHS"
"512",2160,"Americas","Northern Caribbean","Bahamas",13958,"IV",24.583,-75.932999,1961,"Wild Bird Reserve","WBR","Little San Salvador (Little Island)",1,1,1,182,0,0,"BHS"
"513",2275,"Americas","Northern Caribbean","Bahamas",11841,"II",26.583,-78.5,1982,"National Park","NP","Lucayan",1,1,0,16,0,1,"BHS"
"514",2220,"Americas","Northern Caribbean","Bahamas",13952,"IV",25.466999,-77.833,1955,"Wild Bird Reserve","WBR","Mammy Rhoda Cay",0,1,0,1,0,0,"BHS"
"515",2207,"Americas","Northern Caribbean","Bahamas",13955,"IV",25.083,-77.317001,1956,"Wild Bird Reserve","WBR","Paradise Island",0,1,0,283,0,1,"BHS"
"516",2263,"Americas","Northern Caribbean","Bahamas",11839,"II",26.4077,-77,1981,"National Park","NP","Pelican Cays Land and Sea",1,1,1,850,0,0,"BHS"
"517",2273,"Americas","Northern Caribbean","Bahamas",11840,"II",26.549999,-78.516998,1971,"National Park","NP","Peterson Cay",1,1,1,1,0,1,"BHS"
"518",1929,"Americas","Northern Caribbean","Bahamas",26,"Ia",21.133333,-73.583333,1965,"Managed Nature Reserve","MNR","Union Creek",1,1,0,1813,1,1,"BHS"
"519",2117,"Americas","Northern Caribbean","Bahamas",13947,"IV",23.667,-77.417,1954,"Wild Bird Reserve","WBR","Washerwomans Cut Cays",0,1,0,79,0,0,"BHS"
"520",2202,"Americas","Northern Caribbean","Bahamas",61787,"IV",24.950001,-76.417,1955,"Wild Bird Reserve","WBR","Water Cay",1,0,0,3,0,0,"BHS"
"521",2164,"Americas","Northern Caribbean","Bahamas",13953,"IV",24.667,-76.25,1955,"Wild Bird Reserve","WBR","Wood Cay",0,1,0,6,0,0,"BHS"
"522",2541,"Americas","Northern Caribbean","Bermuda",220215,"III",32.253333,-64.976667,0,"Protected Area","PA","Airplane",1,0,1,28,0,0,"BMU"
"523",2589,"Americas","Northern Caribbean","Bermuda",220205,"III",32.475,-64.656667,0,"Protected Area","PA","Aristo",1,0,1,28,0,0,"BMU"
"524",2547,"Americas","Northern Caribbean","Bermuda",220216,"III",32.271667,-64.975,0,"Protected Area","PA","Blanche King",1,0,1,28,0,0,"BMU"
"525",2588,"Americas","Northern Caribbean","Bermuda",220229,"III",32.461667,-64.835,0,"Protected Area","PA","Caraquet",1,0,1,28,0,0,"BMU"
"526",2562,"Americas","Northern Caribbean","Bermuda",12766,"IV",32.346484,-64.661851,1979,"Nature Reserve","NR","Castle Harbour Islands",0,1,0,13,0,1,"BMU"
"527",2563,"Americas","Northern Caribbean","Bermuda",12766,"IV",32.346484,-64.661851,1979,"Nature Reserve","NR","Castle Harbour Islands",0,1,0,13,0,1,"BMU"
"528",2564,"Americas","Northern Caribbean","Bermuda",12766,"IV",32.346484,-64.661851,1979,"Nature Reserve","NR","Castle Harbour Islands",0,1,0,13,0,1,"BMU"
"529",2565,"Americas","Northern Caribbean","Bermuda",12766,"IV",32.346484,-64.661851,1979,"Nature Reserve","NR","Castle Harbour Islands",0,1,0,13,0,1,"BMU"
"530",2566,"Americas","Northern Caribbean","Bermuda",12766,"IV",32.346484,-64.661851,1979,"Nature Reserve","NR","Castle Harbour Islands",0,1,0,13,0,1,"BMU"
"531",2567,"Americas","Northern Caribbean","Bermuda",12766,"IV",32.346484,-64.661851,1979,"Nature Reserve","NR","Castle Harbour Islands",0,1,0,13,0,1,"BMU"
"532",2568,"Americas","Northern Caribbean","Bermuda",12766,"IV",32.346484,-64.661851,1979,"Nature Reserve","NR","Castle Harbour Islands",0,1,0,13,0,1,"BMU"
"533",2569,"Americas","Northern Caribbean","Bermuda",12766,"IV",32.346484,-64.661851,1979,"Nature Reserve","NR","Castle Harbour Islands",0,1,0,13,0,1,"BMU"
"534",2570,"Americas","Northern Caribbean","Bermuda",12766,"IV",32.346484,-64.661851,1979,"Nature Reserve","NR","Castle Harbour Islands",0,1,0,13,0,1,"BMU"
"535",2571,"Americas","Northern Caribbean","Bermuda",12766,"IV",32.346484,-64.661851,1979,"Nature Reserve","NR","Castle Harbour Islands",0,1,0,13,0,1,"BMU"
"536",2572,"Americas","Northern Caribbean","Bermuda",12766,"IV",32.346484,-64.661851,1979,"Nature Reserve","NR","Castle Harbour Islands",0,1,0,13,0,1,"BMU"
"537",2559,"Americas","Northern Caribbean","Bermuda",220220,"III",32.328611,-64.832222,0,"Protected Area","PA","Commissioner's Point Area",1,0,1,12,0,0,"BMU"
"538",2575,"Americas","Northern Caribbean","Bermuda",220223,"III",32.36,-64.913333,0,"Protected Area","PA","Constellation Area",1,0,1,79,0,0,"BMU"
"539",2592,"Americas","Northern Caribbean","Bermuda",220202,"III",32.485,-64.708333,0,"Protected Area","PA","Cristobal Colon",1,0,1,28,0,0,"BMU"
"540",2552,"Americas","Northern Caribbean","Bermuda",14543,"IV",32.304806,-64.881278,1986,"Nature Reserve","NR","Daniel's Island",0,1,0,1,0,0,"BMU"
"541",2551,"Americas","Northern Caribbean","Bermuda",220217,"III",32.286667,-64.983333,0,"Protected Area","PA","Darlington",1,0,1,28,0,0,"BMU"
"542",2579,"Americas","Northern Caribbean","Bermuda",220225,"III",32.39,-64.885,0,"Protected Area","PA","Eastern Blue Cut",1,0,1,113,0,0,"BMU"
"543",2539,"Americas","Northern Caribbean","Bermuda",12768,"Unknown",32.25,-64.8667,1981,"Private Reserve","PrivR","Evans Bay",0,1,0,0,0,1,"BMU"
"544",2545,"Americas","Northern Caribbean","Bermuda",14545,"IV",32.266998,-64.800003,1986,"Nature Reserve","NR","Godet's Island",0,1,0,1,0,0,"BMU"
"545",2543,"Americas","Northern Caribbean","Bermuda",14546,"IV",32.266998,-64.800003,1986,"Nature Reserve","NR","Godet's Rock",0,1,0,1,0,0,"BMU"
"546",2544,"Americas","Northern Caribbean","Bermuda",14546,"IV",32.266998,-64.800003,1986,"Nature Reserve","NR","Godet's Rock",0,1,0,1,0,0,"BMU"
"547",2549,"Americas","Northern Caribbean","Bermuda",12770,"Unknown",32.2833,-64.8333,1976,"Private Reserve","PrivR","Great Sound",0,1,0,0,0,0,"BMU"
"548",2550,"Americas","Northern Caribbean","Bermuda",12771,"Unknown",32.2833,-64.8,1976,"Private Reserve","PrivR","Hamilton Harbour",0,1,0,0,0,0,"BMU"
"549",2561,"Americas","Northern Caribbean","Bermuda",12769,"Unknown",32.3333,-64.7333,1976,"Private Reserve","PrivR","Harrington Sound",0,1,0,0,0,1,"BMU"
"550",2537,"Americas","Northern Caribbean","Bermuda",220211,"III",32.24,-64.79,0,"Protected Area","PA","Hermes & Minnie Breslauer",1,0,1,79,0,0,"BMU"
"551",2586,"Americas","Northern Caribbean","Bermuda",220228,"III",32.458333,-64.813333,0,"Protected Area","PA","Hog Breaker",1,0,1,28,0,0,"BMU"
"552",2548,"Americas","Northern Caribbean","Bermuda",14547,"IV",32.283001,-64.75,1986,"Nature Reserve","NR","Hungry Bay",0,1,0,3,0,1,"BMU"
"553",2557,"Americas","Northern Caribbean","Bermuda",220209,"III",32.323333,-64.695,0,"Protected Area","PA","Kate",1,0,1,28,0,0,"BMU"
"554",2577,"Americas","Northern Caribbean","Bermuda",220222,"III",32.363333,-64.913333,0,"Protected Area","PA","Lartington",1,0,1,28,0,0,"BMU"
"555",2555,"Americas","Northern Caribbean","Bermuda",220218,"III",32.318333,-64.975,0,"Protected Area","PA","L'Herminie",1,0,1,28,0,0,"BMU"
"556",2578,"Americas","Northern Caribbean","Bermuda",12772,"IV",32.367001,-64.699997,1980,"Nature Reserve","NR","Lovers Lake",0,1,0,2,0,1,"BMU"
"557",2587,"Americas","Northern Caribbean","Bermuda",220230,"III",32.458333,-64.808333,0,"Protected Area","PA","Madiana",1,0,1,28,0,0,"BMU"
"558",2553,"Americas","Northern Caribbean","Bermuda",12773,"Unknown",32.3167,-64.7,0,"Private Reserve","PrivR","Mangrove Lake",0,1,0,12,0,1,"BMU"
"559",2538,"Americas","Northern Caribbean","Bermuda",220212,"III",32.24,-64.79,0,"Protected Area","PA","Marie Celeste",1,0,1,28,0,0,"BMU"
"560",2583,"Americas","Northern Caribbean","Bermuda",220206,"III",32.41,-64.63,0,"Protected Area","PA","Mills Breaker",1,0,1,28,0,0,"BMU"
"561",2576,"Americas","Northern Caribbean","Bermuda",220224,"III",32.361667,-64.913333,0,"Protected Area","PA","Montana",1,0,1,28,0,0,"BMU"
"562",2542,"Americas","Northern Caribbean","Bermuda",220214,"III",32.26,-64.975,0,"Protected Area","PA","North Carolina",1,0,1,28,0,0,"BMU"
"563",2591,"Americas","Northern Caribbean","Bermuda",220203,"III",32.483333,-64.708333,0,"Protected Area","PA","North East Breaker",1,0,1,28,0,0,"BMU"
"564",2590,"Americas","Northern Caribbean","Bermuda",220231,"III",32.475,-64.768333,0,"Protected Area","PA","North Rock",1,0,1,314,0,0,"BMU"
"565",2582,"Americas","Northern Caribbean","Bermuda",61794,"IV",32.401756,-64.789045,1966,"Preserve","Pr","North Shore Coral Reef",1,0,1,13050,0,0,"BMU"
"566",2574,"Americas","Northern Caribbean","Bermuda",220207,"III",32.355,-64.656667,0,"Protected Area","PA","Pelinaion & Rita Zovetto",1,0,1,79,0,0,"BMU"
"567",2560,"Americas","Northern Caribbean","Bermuda",12774,"IV",32.333,-64.733002,1970,"Nature Reserve","NR","Shelly Bay Marsh",0,1,0,2,0,1,"BMU"
"568",2585,"Americas","Northern Caribbean","Bermuda",220227,"III",32.43546,-64.938333,0,"Protected Area","PA","Snake Pit",1,0,1,28,0,0,"BMU"
"569",2554,"Americas","Northern Caribbean","Bermuda",12433,"IV",32.317494,-64.705391,0,"Preserve","Pr","South Shore Coral Reef",1,1,1,450,0,0,"BMU"
"570",2536,"Americas","Northern Caribbean","Bermuda",220213,"III",32.23,-64.863333,0,"Protected Area","PA","South West Breaker Area",1,0,1,113,0,0,"BMU"
"571",2556,"Americas","Northern Caribbean","Bermuda",12767,"IV",32.32,-64.720001,1979,"Nature Reserve","NR","Spittal Pond",0,1,0,14,0,1,"BMU"
"572",2546,"Americas","Northern Caribbean","Bermuda",220210,"III",32.27,-64.776667,0,"Protected Area","PA","Tarpon Hole",1,0,1,28,0,0,"BMU"
"573",2593,"Americas","Northern Caribbean","Bermuda",220204,"III",32.491667,-64.691667,0,"Protected Area","PA","Taunton",1,0,1,28,0,0,"BMU"
"574",2558,"Americas","Northern Caribbean","Bermuda",220208,"III",32.326667,-64.656667,0,"Protected Area","PA","The Cathedral",1,0,1,28,0,0,"BMU"
"575",2532,"Americas","Northern Caribbean","Bermuda",220219,"III",32.179167,-64.79,0,"Protected Area","PA","Vixen",1,0,1,3,0,0,"BMU"
"576",2573,"Americas","Northern Caribbean","Bermuda",28161,"Unknown",32.35,-64.7167,0,"Private Reserve","PrivR","Walsingham",0,1,0,9,0,1,"BMU"
"577",2584,"Americas","Northern Caribbean","Bermuda",220226,"III",32.4173,-64.906667,0,"Protected Area","PA","Xing Da Area",1,0,1,12,0,0,"BMU"
"578",1796,"Americas","Northern Caribbean","Cayman Islands",12781,"IV",19.270942,-81.320073,1986,"Replenishment Zone","RpZ","Bats Cave Beach (Grand Cayman)",1,0,1,31,0,0,"CYM"
"579",1854,"Americas","Northern Caribbean","Cayman Islands",12799,"II",19.683001,-80.082001,1986,"Marine Park","MP","Bloody Bay - Jackson Point (Little Cayman)",1,1,1,161,0,0,"CYM"
"580",1850,"Americas","Northern Caribbean","Cayman Islands",14557,"IV",19.667,-80.067001,1982,"Animal Sanctuary","AnS","Booby Pond and the Rookery S (Little Cay",0,1,0,72,0,1,"CYM"
"581",1812,"Americas","Northern Caribbean","Cayman Islands",12789,"II",19.373537,-81.276247,1986,"Marine Park","MP","Bowse Bluff - Rum Point (Grand Cayman)",1,0,1,60,0,0,"CYM"
"582",1798,"Americas","Northern Caribbean","Cayman Islands",12783,"IV",19.293524,-81.119743,1986,"Replenishment Zone","RpZ","Cayman Dive Lodge (Grand Cayman)",1,1,1,4,0,1,"CYM"
"583",1802,"Americas","Northern Caribbean","Cayman Islands",14554,"IV",19.316999,-81.067001,1976,"Animal Sanctuary","AnS","Colliers Bay Pond S (Grand Cayman)",0,1,0,32,0,1,"CYM"
"584",1857,"Americas","Northern Caribbean","Cayman Islands",12793,"IV",19.687,-79.864998,1986,"Replenishment Zone","RpZ","Coral Isle Club (Cayman Brac)",1,0,1,1,0,0,"CYM"
"585",1856,"Americas","Northern Caribbean","Cayman Islands",12797,"II",19.684,-79.863998,1986,"Marine Park","MP","Dick Sessingers Bay - Beach Point (Cayman Brac)",1,0,1,143,0,0,"CYM"
"586",1799,"Americas","Northern Caribbean","Cayman Islands",12782,"IV",19.296545,-81.177197,1986,"Replenishment Zone","RpZ","Frank Sound RpZ (Grand Cayman)",1,0,1,224,0,0,"CYM"
"587",1816,"Americas","Northern Caribbean","Cayman Islands",12777,"IV",19.393768,-81.377837,1986,"Replenishment Zone","RpZ","Head of Barkers - Flats (Grand Cayman)",1,0,1,365,0,0,"CYM"
"588",1861,"Americas","Northern Caribbean","Cayman Islands",12798,"II",19.712,-79.788002,1986,"Marine Park","MP","Jennifer Bay - Deep Well (Cayman Brac)",1,0,1,61,0,0,"CYM"
"589",1805,"Americas","Northern Caribbean","Cayman Islands",12790,"Ib",19.333333,-81.266667,1986,"Environmental Zone","EnvZ","Little Sound (Grand Cayman)",1,1,1,1731,1,1,"CYM"
"590",1862,"Americas","Northern Caribbean","Cayman Islands",12794,"IV",19.712999,-79.980003,1986,"Replenishment Zone","RpZ","Mary's Bay - East Point (Little Cayman)",1,0,1,180,0,0,"CYM"
"591",1800,"Americas","Northern Caribbean","Cayman Islands",14553,"IV",19.3,-81.216667,1976,"Animal Sanctuary","AnS","Meagre Bay Pond S (Grand Cayman)",0,1,0,38,0,1,"CYM"
"592",1808,"Americas","Northern Caribbean","Cayman Islands",12780,"IV",19.34117,-81.312984,1986,"Replenishment Zone","RpZ","North Sound (Grand Cayman)",1,1,1,3310,1,1,"CYM"
"593",1811,"Americas","Northern Caribbean","Cayman Islands",12787,"II",19.369538,-81.416034,1986,"Marine Park","MP","North West Point-West Bay Cemetery (Grand Cayman)",1,1,1,155,0,0,"CYM"
"594",1847,"Americas","Northern Caribbean","Cayman Islands",12800,"II",19.65,-80.083333,1986,"Marine Park","MP","Preston Bay - Main Channel MP (Little Cayman)",1,1,1,81,0,1,"CYM"
"595",1801,"Americas","Northern Caribbean","Cayman Islands",12784,"IV",19.314162,-81.086881,1986,"Replenishment Zone","RpZ","Radio Mast - Sand Bluff (Grand Cayman)",1,0,1,177,0,0,"CYM"
"596",1858,"Americas","Northern Caribbean","Cayman Islands",12792,"IV",19.691999,-79.846001,1986,"Replenishment Zone","RpZ","Salt Water Point - Beach Point RpZ (Cayman Brac)",1,1,1,26,0,1,"CYM"
"597",1851,"Americas","Northern Caribbean","Cayman Islands",14555,"IV",19.667,-79.883003,1980,"Animal Sanctuary","AnS","Salt Water Pond (Cayman Brac)",0,1,0,24,0,1,"CYM"
"598",1855,"Americas","Northern Caribbean","Cayman Islands",12796,"II",19.683333,-79.866667,1986,"Marine Park","MP","Scotts Anchorage - White Bay (Cayman Brac)",1,0,1,56,0,0,"CYM"
"599",1853,"Americas","Northern Caribbean","Cayman Islands",12795,"IV",19.674,-80.056999,1986,"Replenishment Zone","RpZ","South Hole Sound (Little Cayman)",1,1,1,316,0,1,"CYM"
"600",1806,"Americas","Northern Caribbean","Cayman Islands",12779,"IV",19.333388,-81.284246,1986,"Replenishment Zone","RpZ","South Sound (Grand Cayman)",1,1,1,317,1,1,"CYM"
"601",1807,"Americas","Northern Caribbean","Cayman Islands",12779,"IV",19.333388,-81.284246,1986,"Replenishment Zone","RpZ","South Sound (Grand Cayman)",1,1,1,317,1,1,"CYM"
"602",1817,"Americas","Northern Caribbean","Cayman Islands",12786,"II",19.395951,-81.406906,1986,"Marine Park","MP","Spanish Cove Resort - Jetty (Grand Cayman)",1,0,0,8,0,0,"CYM"
"603",1866,"Americas","Northern Caribbean","Cayman Islands",12791,"IV",19.75,-79.75,1986,"Replenishment Zone","RpZ","Spott Bay (Cayman Brac)",1,1,1,33,1,0,"CYM"
"604",1809,"Americas","Northern Caribbean","Cayman Islands",12785,"IV",19.354821,-81.122286,1986,"Replenishment Zone","RpZ","Spotter Bay - Anchors Point (Grand Cayman)",1,0,0,63,0,0,"CYM"
"605",1803,"Americas","Northern Caribbean","Cayman Islands",12788,"II",19.327564,-81.396949,1986,"Marine Park","MP","Victoria House-Sand Cay Apartments (Grand Cayman)",1,1,1,801,0,0,"CYM"
"606",1810,"Americas","Northern Caribbean","Cayman Islands",12778,"IV",19.363087,-81.405843,1986,"Replenishment Zone","RpZ","West Bay Cemetery - Victoria House (Grand Cayman)",1,1,1,69,0,0,"CYM"
"607",1898,"Americas","Northern Caribbean","Cuba",168260,"V",20.575,-74.701944,0,"Parque Nacional","PN","Alejandro de Humboldt",1,1,1,71138,0,1,"CUB"
"608",1871,"Americas","Northern Caribbean","Cuba",71016,"IV",19.85,-75.5,0,"Hunting Reserve","HR","Baconao",1,0,0,79500,0,0,"CUB"
"609",1925,"Americas","Northern Caribbean","Cuba",36133,"II",21.089204,-75.974314,0,"Marine National Park","MNP","Bahia del Naranjo",1,0,0,6800,0,0,"CUB"
"610",1885,"Americas","Northern Caribbean","Cuba",13444,"Unknown",20.07,-74.67,0,"Other area","ETC","Baitiquiri",0,1,0,1900,0,0,"CUB"
"611",2005,"Americas","Northern Caribbean","Cuba",1505,"Ia",21.955999,-84.299004,1963,"Nature Reserve","NR","Cabo Corrientes",0,1,0,1578,0,0,"CUB"
"612",2051,"Americas","Northern Caribbean","Cuba",168258,"V",22.396111,-79.243056,0,"Parque Nacional","PN","Caguanes",0,1,0,20487,0,0,"CUB"
"613",1927,"Americas","Northern Caribbean","Cuba",36108,"V",21.108056,-78.723056,0,"Touristic Natural Area","TNA","Cayo Algodon Grande",0,1,0,3600,0,0,"CUB"
"614",1984,"Americas","Northern Caribbean","Cuba",37250,"V",21.731944,-79.963056,0,"Touristic Natural Area","TNA","Cayo Blanco de Casilida",1,0,0,1800,0,0,"CUB"
"615",1897,"Americas","Northern Caribbean","Cuba",36109,"II",20.561944,-78.391111,0,"Marine National Park","MNP","Cayo Caguama",1,1,0,1200,0,0,"CUB"
"616",2058,"Americas","Northern Caribbean","Cuba",13486,"IV",22.417,-79.150002,1966,"Managed Flora Reserve","MFlR","Cayo Caguanes/Cayos de Piedra",1,1,0,1069,0,0,"CUB"
"617",1973,"Americas","Northern Caribbean","Cuba",13449,"Ia",21.622147,-82.047118,1986,"Wildlife Refuge","WRef","Cayo Cantiles",0,1,0,3800,0,1,"CUB"
"618",1974,"Americas","Northern Caribbean","Cuba",13449,"Ia",21.622147,-82.047118,1986,"Wildlife Refuge","WRef","Cayo Cantiles",0,1,0,3800,0,1,"CUB"
"619",1975,"Americas","Northern Caribbean","Cuba",13449,"Ia",21.622147,-82.047118,1986,"Wildlife Refuge","WRef","Cayo Cantiles",0,1,0,3800,0,1,"CUB"
"620",1976,"Americas","Northern Caribbean","Cuba",13449,"Ia",21.622147,-82.047118,1986,"Wildlife Refuge","WRef","Cayo Cantiles",0,1,0,3800,0,1,"CUB"
"621",2062,"Americas","Northern Caribbean","Cuba",168265,"IV",22.483889,-78.526111,0,"Reserva Ecol=gica","RE","Cayo Coco",0,1,1,28298,0,1,"CUB"
"622",2063,"Americas","Northern Caribbean","Cuba",13613,"V",22.489,-78.468002,1986,"Touristic Natural Area","TNA","Cayo Coco/Cayo Guillermo",1,1,1,32000,0,1,"CUB"
"623",2084,"Americas","Northern Caribbean","Cuba",168257,"V",22.593889,-78.66,0,"Parque Nacional","PN","Cayo Guillermo-Santa Maria",0,1,0,0,0,0,"CUB"
"624",1977,"Americas","Northern Caribbean","Cuba",13632,"V",21.638041,-81.491232,1986,"Touristic Natural Area","TNA","Cayo Largo - Cayo Rosario",0,1,0,18610,0,1,"CUB"
"625",2030,"Americas","Northern Caribbean","Cuba",13495,"V",22.275843,-78.053096,1986,"National Park","NP","Cayo Romano",1,1,1,92000,0,1,"CUB"
"626",2031,"Americas","Northern Caribbean","Cuba",13495,"V",22.275843,-78.053096,1986,"National Park","NP","Cayo Romano",1,1,1,92000,0,1,"CUB"
"627",2032,"Americas","Northern Caribbean","Cuba",13495,"V",22.275843,-78.053096,1986,"National Park","NP","Cayo Romano",1,1,1,92000,0,1,"CUB"
"628",2033,"Americas","Northern Caribbean","Cuba",13495,"V",22.275843,-78.053096,1986,"National Park","NP","Cayo Romano",1,1,1,92000,0,1,"CUB"
"629",2034,"Americas","Northern Caribbean","Cuba",13495,"V",22.275843,-78.053096,1986,"National Park","NP","Cayo Romano",1,1,1,92000,0,1,"CUB"
"630",2035,"Americas","Northern Caribbean","Cuba",13495,"V",22.275843,-78.053096,1986,"National Park","NP","Cayo Romano",1,1,1,92000,0,1,"CUB"
"631",1980,"Americas","Northern Caribbean","Cuba",36102,"V",21.678889,-77.283889,0,"Touristic Natural Area","TNA","Cayo Sabinal",1,1,1,33500,0,0,"CUB"
"632",1912,"Americas","Northern Caribbean","Cuba",13616,"V",20.759704,-75.522596,1986,"Touristic Natural Area","TNA","Cayo Saetia",1,1,0,4100,0,1,"CUB"
"633",2087,"Americas","Northern Caribbean","Cuba",36101,"V",22.655,-79.011944,0,"Touristic Natural Area","TNA","Cayo Santa Marfa",0,1,0,6250,0,0,"CUB"
"634",1951,"Americas","Northern Caribbean","Cuba",36107,"IV",21.412052,-78.812391,0,"Wildlife Refuge","WRef","Cayos de Ana Maria",1,1,1,6900,0,1,"CUB"
"635",2049,"Americas","Northern Caribbean","Cuba",32359,"V",22.391111,-82.076944,0,"Parque Nacional","PN","Cienaga de Zapata",1,1,1,435430,0,1,"CUB"
"636",1899,"Americas","Northern Caribbean","Cuba",36123,"IV",20.596796,-77.150771,0,"Wildlife Refuge","WRef","Delta del Cauto",1,0,0,60000,0,0,"CUB"
"637",1872,"Americas","Northern Caribbean","Cuba",20202,"II",19.866667,-77.55,1980,"Parque Nacional","PN","Desembarco del Granma",0,1,0,32636,0,1,"CUB"
"638",1988,"Americas","Northern Caribbean","Cuba",168268,"IV",21.791944,-77.596111,0,"Refugio de Fauna","RF","Desembocadura del Rfo Mßximo-Laguna Sabi",0,1,0,0,0,0,"CUB"
"639",2004,"Americas","Northern Caribbean","Cuba",12712,"Ia",21.948999,-84.629997,1963,"Nature Reserve","NR","El Veral",1,1,0,7535,0,1,"CUB"
"640",1884,"Americas","Northern Caribbean","Cuba",12711,"V",20.062,-76.531998,1980,"Integrated Management Area","IMA","Gran Parque Sierra Maestra",1,1,0,527000,0,0,"CUB"
"641",1991,"Americas","Northern Caribbean","Cuba",168261,"V",21.835,-84.746111,0,"Parque Nacional","PN","Guanahacabibes",0,1,0,39826,0,1,"CUB"
"642",1877,"Americas","Northern Caribbean","Cuba",20209,"IV",19.959999,-75.422997,1980,"Wildlife Refuge","WRef","Hatibonico",0,1,0,5220,0,0,"CUB"
"643",2085,"Americas","Northern Caribbean","Cuba",36098,"V",22.626062,-79.12002,0,"Integrated Management Area","IMA","Humedal Núcleo de Sabana - Camaguey",1,1,1,178908,0,1,"CUB"
"644",2086,"Americas","Northern Caribbean","Cuba",36098,"V",22.626062,-79.12002,0,"Integrated Management Area","IMA","Humedal Núcleo de Sabana - Camaguey",1,1,1,178908,0,1,"CUB"
"645",2109,"Americas","Northern Caribbean","Cuba",13628,"Unknown",23.144379,-81.837665,1986,"Other area","ETC","Jibacoa Bacunayagua",0,1,0,30000,0,0,"CUB"
"646",2050,"Americas","Northern Caribbean","Cuba",14565,"Unknown",22.391111,-82.076944,1959,"Other area","ETC","La Cienega de Zapata",1,1,0,50000,0,1,"CUB"
"647",1956,"Americas","Northern Caribbean","Cuba",36121,"V",21.458607,-76.996122,0,"Integrated Management Area","IMA","La Isleta - Nuevas Grandes",1,0,0,13000,0,0,"CUB"
"648",2106,"Americas","Northern Caribbean","Cuba",168267,"IV",22.853889,-79.721111,0,"Refugio de Fauna","RF","Lanzanillo Pajonal",0,1,0,0,0,0,"CUB"
"649",2012,"Americas","Northern Caribbean","Cuba",13609,"IV",22.110001,-81.269997,1936,"Wildlife Refuge","WRef","Las Salinas",1,1,0,31800,0,0,"CUB"
"650",1930,"Americas","Northern Caribbean","Cuba",20211,"Unknown",21.14,-75.851944,1986,"Other area","ETC","Peninsula de Saetia",0,1,0,4154,0,0,"CUB"
"651",2003,"Americas","Northern Caribbean","Cuba",71017,"IV",21.93,-84.708056,0,"Hunting Reserve","HR","Peninsula Guanahacabibes",1,0,0,101500,0,0,"CUB"
"652",1896,"Americas","Northern Caribbean","Cuba",36096,"II",20.537001,-75.481003,1930,"National Park","NP","Pico Cristal",1,1,1,15000,0,1,"CUB"
