"","ID","DISEASE_TYPE","YEAR","LAT","LON","REGION","SUBREGION","COUNTRY","LOCATION","NEAREST_TOWN","GENUS_SPECIES","PERCENTAGE_INCIDENCE","DISEASE_REMARKS","MORTALITY_PERCENTAGE","DISEASED_PERCENTAGE","REFERENCE_ID","REMARKS","COUNTRY_CODE","SOURCE"
"912",970,"White-band disease",1983,17.3167,-88,"Americas","Mesoamerica","Belize","","","Diploria strigosa","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"913",971,"White-band disease",1984,17.3167,-88,"Americas","Mesoamerica","Belize","","","Diploria strigosa","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"914",1007,"White-band disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Diploria labyrinthiformis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"915",1008,"White-band disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Diploria labyrinthiformis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"916",1009,"White-band disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Diploria labyrinthiformis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"917",1010,"White-band disease",1981,17.3167,-88,"Americas","Mesoamerica","Belize","","","Diploria labyrinthiformis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"918",1011,"White-band disease",1982,17.3167,-88,"Americas","Mesoamerica","Belize","","","Diploria labyrinthiformis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"919",1012,"White-band disease",1983,17.3167,-88,"Americas","Mesoamerica","Belize","","","Diploria labyrinthiformis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"920",1013,"White-band disease",1984,17.3167,-88,"Americas","Mesoamerica","Belize","","","Diploria labyrinthiformis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"921",923,"White-band disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea annularis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"922",924,"White-band disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea annularis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"923",925,"White-band disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea annularis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"924",926,"White-band disease",1981,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea annularis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"925",927,"White-band disease",1982,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea annularis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"926",928,"White-band disease",1983,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea annularis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"927",929,"White-band disease",1984,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea annularis","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"928",1248,"White-band disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Favia fragum","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"929",1249,"White-band disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Favia fragum","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"930",1250,"White-band disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Favia fragum","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"931",1260,"White-band disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Mycetophyllia ferox","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"932",1261,"White-band disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Mycetophyllia ferox","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"933",1262,"White-band disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Mycetophyllia ferox","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"934",1236,"White-band disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Porites astreoides","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"935",1237,"White-band disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Porites astreoides","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"936",1238,"White-band disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Porites astreoides","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"937",1224,"White-band disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Agaricia tenuifolia","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"938",1225,"White-band disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Agaricia tenuifolia","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"939",1226,"White-band disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Agaricia tenuifolia","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"940",1212,"White-band disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Agaricia agaricites","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"941",1213,"White-band disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Agaricia agaricites","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"942",1214,"White-band disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Agaricia agaricites","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"943",1200,"White-band disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Acropora cervicornis","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"944",1201,"White-band disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Acropora cervicornis","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"945",1202,"White-band disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Acropora cervicornis","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"946",1188,"White-band disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Acropora prolifera","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"947",1189,"White-band disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Acropora prolifera","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"948",1190,"White-band disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Acropora prolifera","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"949",1176,"White-band disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Acropora palmata","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"950",1177,"White-band disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Acropora palmata","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"951",1178,"White-band disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Acropora palmata","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"952",1155,"Black-band Disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Gorgonia ventalina","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"953",1156,"Black-band Disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Gorgonia ventalina","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"954",1157,"Black-band Disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Gorgonia ventalina","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"955",1164,"Black-band Disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Gorgonia flabellum","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"956",1165,"Black-band Disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Gorgonia flabellum","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"957",1166,"Black-band Disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Gorgonia flabellum","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"958",1146,"Black-band Disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea annularis","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"959",1147,"Black-band Disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea annularis","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"960",1148,"Black-band Disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea annularis","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"961",1134,"Black-band Disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Diploria strigosa","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"962",1135,"Black-band Disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Diploria strigosa","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"963",1136,"Black-band Disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Diploria strigosa","no data","Few (2-50) colonies","no data","no data",760,"","BLZ","Antonius,  A., 1982. The ""band"" diseases in coral reefs, p. 7-14. In: E.D. Gomez, C.E. Birkeland, R.W. Buddemeier, R.E. Johannes, J.A. Marsh, Jr. and R.T. Tsuda (eds.) Proceedings of the 4th International Coral Reef Symposium Vol. 2. Marine Science Center, University of the Philippines, Manila, Philippines."
"964",1049,"White-band disease",1978,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea cavernosa","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"965",1050,"White-band disease",1979,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea cavernosa","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"966",1051,"White-band disease",1980,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea cavernosa","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"967",1052,"White-band disease",1981,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea cavernosa","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"968",1053,"White-band disease",1982,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea cavernosa","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"969",1054,"White-band disease",1983,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea cavernosa","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"970",1055,"White-band disease",1984,17.3167,-88,"Americas","Mesoamerica","Belize","","","Montastrea cavernosa","no data","no record","no data","no data",389,"","BLZ","Antonius,  A., 1985. Black band disease infection experiments on hexacorals and octocorals. p. 155-160. In: C. Gabrie and M. Harmelin (assoc. eds.). Proceedings of The Fifth International Coral Reef Congress. Tahiti, 27 May -1 June 1985. Vol. 6: Miscellaneous Paper (B)."
"971",1649,"Coral tumours",NA,17.3167,-88,"Americas","Mesoamerica","Belize","","","Dichocoenia stokesi","no data","no record","no data","no data",11902,"Peters, unpubl. obs., cited in Peters et al., 1986","BLZ","Peters, E.C., J.C. Halas, and H.B. McCarty, 1986. Calicoblastic neoplasms in Acropora palmata, with a review of reports on anomalies of growth and form in corals. JOURNAL OF THE NATIONAL CANCER INSTITUTE, Vol.76, No.5, pp.895-912."
"972",1622,"Black-band Disease",NA,17.3167,-88,"Americas","Mesoamerica","Belize","","","","no data","Few (2-50) colonies","no data","no data",8331,"","BLZ","Peters, E.C., 1993. Diseases of other invertebrate phyla: Porifera, Cnidaria, Ctenophora, Annelida, Echinodermata, In: J.A. Couch and J.W. Fourine (Eds.) Pathology of Marine and Estuarine Organisms. CRC Press, Boca Raton, Florida."
